Player,Synthetic_Index
Fred Roberts,-0.07354734590262751
Jim King,-0.07491828966912267
Alex Caruso,-0.07540382669509933
Devontae Cacok,-0.07686521103222524
Carlos Boozer,-0.076882336346097
Sun Yue,-0.07809592603510325
Joe Smith,-0.07994893249975252
Chuck Mencel,-0.08170932971221574
Ron Williams,-0.08226642441396845
Fred Hetzel,-0.08280574259659024
James Edwards,-0.08331907516750464
Moritz Wagner,-0.08507346768402922
Carmelo Anthony,-0.08707239731198868
Nick Young,-0.0876991538763277
Luke Walton,-0.08771412867264604
Jeff Lamp,-0.08846358759300098
Manny Harris,-0.09168410087633275
Bob Boozer,-0.09299653157161794
Ron Boone,-0.09396540935523548
Cotton Nash,-0.09561283951158926
Willie McCarter,-0.09666623970271121
Jerry Chambers,-0.09695506398347054
Elmore Smith,-0.09882399192659921
Jay Vincent,-0.09912640890093977
Jim McDaniels,-0.09988517549370927
Stu Lantz,-0.100075014517574
Freddie Crawford,-0.10038562791565829
Rick Fox,-0.10140179587552595
Smush Parker,-0.10351437395536839
Steve Blake,-0.10363370268388356
Keith Erickson,-0.1038041291329035
Jordan Hill,-0.1052453270214944
Ronny Turiaf,-0.10672630087370324
Marc Gasol,-0.10685254352951785
Joe Kleine,-0.108023850309552
Happy Hairston,-0.10859635398358995
Slick Leonard,-0.10964478516159226
Kent Bazemore,-0.10982575422253212
Mel McCants,-0.11042043548965609
Xavier Henry,-0.11127851934251892
Ron Harper,-0.1116925715588806
Sam Perkins,-0.11194032156234092
C.J. Kupec,-0.11265397821007325
Malik Beasley,-0.11769383111788656
Maurice Lucas,-0.11845395554185405
Larry Foust,-0.11856960525732765
Tyronn Lue,-0.11862833027947352
Bobby Watson,-0.12063322283467218
Channing Frye,-0.12138208342652823
Mike Muscala,-0.1214627257107039
Shannon Brown,-0.12273477236304603
Dennis Hamilton,-0.1242641414331947
Ed Fleming,-0.12457797321057297
Sam Bowie,-0.12503889131734874
Ruben Patterson,-0.12517598853057174
John Trapp,-0.12669841968244236
Matt Barnes,-0.1267884713623894
Caron Butler,-0.12720102122214472
Bob Williams,-0.12734532835746382
Bo Erias,-0.12736634507406294
Isaac Bonga,-0.12743659939209587
Chris Duhon,-0.1291352965414866
Mitch Richmond,-0.12942335431151336
Jabari Brown,-0.1302111786070353
Calvin Garrett,-0.1308786039852972
Dalton Knecht,-0.13179517970542365
Christian Wood,-0.13197427199850503
Don Chaney,-0.1319873458158421
Kenny Carr,-0.1319983823063044
Alex Blackwell,-0.1329280933725871
Rudy LaRusso,-0.13382705650387375
Darius Morris,-0.1340094649401879
Benoit Benjamin,-0.13811032888592673
Johnathan Williams,-0.13841660668120911
Rui Hachimura,-0.1388934436032658
Tom Abernethy,-0.13955162453425657
Ed Davis,-0.13956557760202132
Don Sunderlage,-0.14186862771828643
Hank Finkel,-0.14286601287829928
Jelani McCoy,-0.14601578675388974
Jalen Hood-Schifino,-0.14607945617521811
Brian Cook,-0.14758640519701438
Derrick Caracter,-0.1483828707917604
Spencer Dinwiddie,-0.14841929963779424
Kentavious Caldwell-Pope,-0.14965954391851888
D.J. Augustin,-0.15082496316484692
Laron Profit,-0.15228445036575494
Dick Garrett,-0.15229262638275257
Trevor Ariza,-0.15240222713550927
Lloyd Daniels,-0.15271932179153078
Marty Byrnes,-0.15403202386249332
Dick Schnittker,-0.1543389553571063
Dave Robisch,-0.15487139826475735
Danny Schayes,-0.15583475694734664
Vladimir Radmanovi?,-0.1564967409792503
Anthony Miller,-0.1565981065163489
Sasha Vuja?i?,-0.15673747588616846
Erwin Mueller,-0.15691040697304212
Brandon Bass,-0.15741739777974081
Bob Carney,-0.15745241205830485
Bob Burrow,-0.15785470081782443
Jordan Goodwin,-0.158623742712305
Chucky Brown,-0.1600815283679864
John Salley,-0.16404636695163144
Whitey Skoog,-0.16507428556047382
Shammond Williams,-0.16539004540010915
Marv Roberts,-0.16553647378401504
Andrew Goudelock,-0.16612666617334385
Mike Lynn,-0.166391886826352
Mike Penberthy,-0.1664798056177816
Don Ford,-0.16677345626867782
Jim Chones,-0.16710035791873026
George Lynch,-0.16846023783570077
Von Wafer,-0.1699734621621038
Kermit Washington,-0.17009582859119105
Clay Johnson,-0.17053319714224652
Jemerrio Jones,-0.17053737402007735
Antawn Jamison,-0.17082803556085396
Kostas Antetokounmpo,-0.1718227134255942
Corey Brewer,-0.17313223865026076
Chris Mihm,-0.1737927753195597
Tracy Murray,-0.17558372432144737
McCoy Ingram,-0.17570309048485083
Robert Horry,-0.1757766710117692
Jim Paxson,-0.17811936683354723
George McCloud,-0.1786664533674165
Matt Ryan,-0.17869137547511374
Bryon Russell,-0.17929719552400994
Wenyen Gabriel,-0.17963303529941224
Markieff Morris,-0.18083870858291137
Jamal Sampson,-0.18118950869361458
Jaxson Hayes,-0.18188110317627185
John Celestand,-0.1822315480789576
DeAndre Jordan,-0.1824200293759489
Zelmo Beaty,-0.18248101230621172
Metta World Peace,-0.18381956251174908
Wayne Yates,-0.1853851155746456
Patrick Beverley,-0.18594716103692843
Adam Morrison,-0.1860375800400217
Ryan Kelly,-0.1863426974977248
Mitch Kupchak,-0.18638652825961124
Greg Foster,-0.18870043431671907
Wayne Ellington,-0.1887126873603377
Lindsey Hunter,-0.1889464381397342
Ed Kalafat,-0.19312379030419294
Stanley Johnson,-0.1935852738802586
Bill Bridges,-0.19539522228310752
D.J. Mbenga,-0.19672717797377504
Maurice Evans,-0.19745307341733065
Timofey Mozgov,-0.19817461543410392
Mychal Thompson,-0.1994929160770238
Billy Ray Bates,-0.19981336945873673
Vander Blue,-0.2014985093392168
Antonio Harvey,-0.20284873964362196
Wesley Johnson,-0.20348988602847795
Frank Brickowski,-0.20433107395367103
Danny Green,-0.20448786092285798
Andrew Bogut,-0.20545081411678845
Damian Jones,-0.20660614046402387
Darrall Imhoff,-0.20814075859656728
Jarred Vanderbilt,-0.20986389119283846
Taurean Prince,-0.21063950432701634
Tarik Black,-0.21162102069465974
Troy Daniels,-0.21309383214354194
