Player,Synthetic_Index
Tom Abernethy,0.5188034846675549
Trevor Ariza,0.5177104148129162
Quinn Cook,0.5168723617157633
Jordan Clarkson,0.5159060740536318
Corey Brewer,0.5140370452602532
Carmelo Anthony,0.5114218839452829
Tierre Brown,0.5112934151778932
Timofey Mozgov,0.5112161070300104
Jim Chones,0.5105006658840463
Robert Sacre,0.509804776285504
Lou Hudson,0.508438040076472
Corky Devlin,0.507996527814928
Anthony Peeler,0.5076605698495802
Shammond Williams,0.5074917829334895
Dave Robisch,0.506188546275695
Kent Bazemore,0.5060816552526245
Travis Wear,0.505492994204488
Mychal Thompson,0.5052761432074835
Corie Blount,0.5050805794430077
Calvin Garrett,0.5047205265360553
Earl Clark,0.5044339504559485
Ron Boone,0.5037093059830363
Terry Teagle,0.5035344700320377
Juan Toscano-Anderson,0.5010568342671605
C.J. Kupec,0.4987383783014803
James Edwards,0.4971237712797019
Brandon Ingram,0.49654598427268015
Tyson Chandler,0.49562850452910295
Cazzie Russell,0.49522913438224464
Carlos Boozer,0.4934715156114429
Rick Fox,0.4929312064942368
Brian Cook,0.49285789835207094
Stu Lantz,0.49177876467033654
Kwame Brown,0.49087081389793097
George McCloud,0.48977243185808017
Shawne Williams,0.489495013742405
Mark Madsen,0.48822179319308107
Spencer Dinwiddie,0.485980380086547
Xavier Henry,0.48532559129324426
D.J. Augustin,0.48501289081349686
David Nwaba,0.4850099844117779
Patrick Beverley,0.4840875608250821
Kyle Kuzma,0.4820144837348864
Adam Morrison,0.4814329845281209
Josh Powell,0.4813102142593704
Caron Butler,0.4792526096258331
Kendrick Nunn,0.47840312714940536
Chris Duhon,0.4780112993213684
Smush Parker,0.4777867387366945
Darius Morris,0.4767517705849678
Danny Green,0.4764435298902053
Bryon Russell,0.475735460818887
Dwight Jones,0.475517941312003
Don Ford,0.4748468404105163
Mitch Richmond,0.4715796424805838
John Trapp,0.4705698539911179
Horace Grant,0.470431645609492
Mark Landsberger,0.46977093979372286
Derek Strong,0.46969043876256755
Stanley Johnson,0.468506117036356
Tyronn Lue,0.46745193927758283
Chucky Atkins,0.46735187147224827
Devean George,0.4672357526078027
Metta World Peace,0.4666869347947382
Mitch Kupchak,0.466411330806354
Steve Blake,0.46611692092923107
Shannon Brown,0.46516446639541625
Wesley Johnson,0.464646948607597
Devin Ebanks,0.46430443923037534
Maxwell Lewis,0.46280038599125617
Ryan Kelly,0.4623988460209404
Devin Green,0.4596912593841991
Jared Dudley,0.4592187976272771
Vladimir Radmanovi?,0.4580227133845278
Markieff Morris,0.45624343601974493
Archie Clark,0.4548259974813364
Hot Rod Hundley,0.45371380681963513
Antawn Jamison,0.45306452443980505
Corky Calhoun,0.4523635753471323
Erwin Mueller,0.44843661152029085
Malik Beasley,0.4480559832860184
Slater Martin,0.4472866135356893
Jerry Chambers,0.4472776136441145
Cornell Warner,0.4454996917262579
Brian Grant,0.4447277985244571
Lindsey Hunter,0.44402444164304816
Jabari Brown,0.4432945632925913
Rui Hachimura,0.4407894349146305
Jack Haley,0.4400068419804756
Glen Rice,0.438642762962449
Sasha Vuja?i?,0.4333239489253635
Josh Hart,0.4328687492762179
Mike Penberthy,0.43286669889695123
Kentavious Caldwell-Pope,0.4323333215703946
Johnny Egan,0.4321981566150098
Aaron McKie,0.43085582962684044
Maurice Evans,0.4293595405609685
Luol Deng,0.427982474079818
Reggie Bullock,0.4275830361489831
Chuck Mencel,0.42543492335957334
Jim King,0.42452051774458194
Nick Young,0.42369881741373233
Cam Reddish,0.4219443138451868
Bill Bridges,0.4212836339909337
Jumaine Jones,0.41969657303811475
Andrew Goudelock,0.41925505982138517
Willie McCarter,0.41876405518950954
Troy Daniels,0.4186498238630032
Dick Barnett,0.4179231271759462
Freddie Crawford,0.4154414955673213
Happy Hairston,0.4154136378786223
Taurean Prince,0.41462732236018096
Dorian Finney-Smith,0.41259119099526487
J.R. Reid,0.41016315256801106
Max Christie,0.4099838970476257
Dalton Knecht,0.4096091876018816
Troy Brown Jr.,0.40505750002337515
Gabe Vincent,0.4041127041914214
Bob Boozer,0.40410495798308166
Jim Paxson,0.4038924397480421
Frank Selvy,0.4036089386407631
Vern Mikkelsen,0.4034783582511784
Dennis Rodman,0.4027898917265083
Wesley Matthews,0.40163265564682826
Mel Counts,0.39419585370985716
Dick Garmaker,0.39102899916069345
Keith Erickson,0.38860539541926575
Dick Garrett,0.3853791336151987
Slick Leonard,0.3852730431777842
Ed Fleming,0.38465480351815684
Jason Kapono,0.3827125334249404
Wayne Ellington,0.3810799350257823
Avery Bradley,0.3781032390844013
Steve Hamilton,0.3771795696625505
Clyde Lovellette,0.37553183853255867
Whitey Skoog,0.35653977697584716
Larry Foust,0.35584378352139123
Dick Schnittker,0.3468856639103539
Rudy LaRusso,0.34450088970813497
Bill Hewitt,0.34439190980851286
Anthony Brown,0.3436626359792054
Ed Kalafat,0.343166995563723
Howie Schultz,0.34148966282249316
Boo Ellis,0.33942622103339665
Jim Barnes,0.3384525126495128
Howie Jolliff,0.3362151951622522
Walter Dukes,0.3350106191228429
Darrall Imhoff,0.33118503325502896
Rick Roberson,0.32381518144781574
Jim Holstein,0.3211747500522061
Lew Hitch,0.31829505648777934
Tom Hawkins,0.30508416761765983
Jim Krebs,0.30081544983206615
Ray Felix,0.29220985849456443
Leroy Ellis,0.28714467541860206
Gene Wiley,0.24802648150906698
Ed Beach,
Mike Bloom,
Don Carlson,
Jack Dwan,
Ray Ellefson,
Arnie Ferrin,
Donnie Forman,
Earl Gardner,
Normie Glick,
Bud Grant,
Billy Hassett,
Tony Jaros,
Johnny Jorgensen,
Whitey Kachan,
Kevin O'Shea,
Don Smith,
Gene Stump,
Jack Tingle,
Paul Walther,
